Symbol,Name,Sector,Industry
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components
KLXI,KLX Inc.,Capital Goods,Aerospace
VLCCF,Knightsbridge Shipping Limited,Consumer Services,Marine Transportation
KFX,Kofax Limited,Technology,"Computer Software: Programming, Data Processing"
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants
KZ,KongZhong Corporation,Technology,Telecommunications Equipment
KOPN,Kopin Corporation,Technology,Semiconductors
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KRFT,"Kraft Foods Group, Inc.",Consumer Non-Durables,Packaged Foods
KWEB,KraneShares CSI China Internet ETF,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KUTV,"Ku6 Media Co., Ltd.",Consumer Services,Telecommunications Equipment
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
KYTH,"Kythera Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LACO,"Lakes Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LNDC,Landec Corporation,Basic Industries,Major Chemicals
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LPSB,"LaPorte Bancorp, Inc.",Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction
LCNB,LCNB Corporation,Finance,Major Banks
LDRH,LDR Holding Corporation,Health Care,Medical/Dental Instruments
LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
LTRE,"Learning Tree International, Inc.",Consumer Services,Other Consumer Services
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,Energy,Oil & Gas Production
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
LEVY,Levy Acquisition Corp.,Finance,Business Services
LEVYU,Levy Acquisition Corp.,Finance,Business Services
LEVYW,Levy Acquisition Corp.,Finance,Business Services
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding
LHCG,LHC Group,Health Care,Medical/Nursing Services
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBTYA,Liberty Global plc,Consumer Services,Television Services
LBTYB,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
LVNTB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
QVCA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
QVCB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
LMCA,Liberty Media Corporation,Consumer Services,Broadcasting
LMCB,Liberty Media Corporation,Consumer Services,Broadcasting
LMCK,Liberty Media Corporation,Consumer Services,Broadcasting
TAX,"Liberty Tax, Inc.",Miscellaneous,Multi-Sector Companies
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LPHI,Life Partners Holdings Inc,Finance,Life Insurance
LPNT,"LifePoint Hospitals, Inc.",Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LIME,Lime Energy Co.,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LLTC,Linear Technology Corporation,Technology,Semiconductors
LNCO,"Linn Co, LLC",Energy,Oil & Gas Production
LINE,"Linn Energy, LLC",Energy,Oil & Gas Production
LIOX,"Lionbridge Technologies, Inc.",Miscellaneous,Business Services
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LIQD,"Liquid Holdings Group, Inc.",Technology,Computer Software: Prepackaged Software
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LIVE,"LiveDeal, Inc.",Technology,EDP Services
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LMIA,"LMI Aerospace, Inc.",Capital Goods,Military/Government/Technical
LNBB,"LNB Bancorp, Inc.",Finance,Major Banks
LOCM,Local Corporation,Miscellaneous,Business Services
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LOJN,LoJack Corporation,Consumer Durables,Telecommunications Equipment
EVAR,"Lombard Medical, Inc.",Health Care,Medical/Dental Instruments
LOOK,"LookSmart, Ltd.",Technology,EDP Services
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LABC,"Louisiana Bancorp, Inc.",Finance,Savings Institutions
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals
LPTN,"Lpath, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LMNS,Lumenis Ltd.,Health Care,Medical Specialities
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,M B T Financial Corp,Finance,Major Banks
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MCUR,MACROCURE LTD.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
MCBK,"Madison County Financial, Inc.",Finance,Savings Institutions
MAGS,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MPET,Magellan Petroleum Corporation,Energy,Oil & Gas Production
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components
MAG,"Magnetek, Inc.",Capital Goods,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MHLDO,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks
COOL,Majesco Entertainment Company,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",Finance,Banks
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MKTO,"Marketo, Inc.",Technology,Computer Software: Prepackaged Software
MRKT,Markit Ltd.,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,Finance,Major Banks
FISH,"Marlin Midstream Partners, LP",Public Utilities,Natural Gas Distribution
MAR,Marriott International,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,Consumer Services,Professional Services
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MFRM,Mattress Firm Holding Corp.,Consumer Services,Other Specialty Stores
MTSN,"Mattson Technology, Inc.",Technology,Industrial Machinery/Components
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,Finance,Major Banks
MBFIP,MB Financial Inc.,Finance,Major Banks
MCGC,MCG Capital Corporation,n/a,n/a
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,Technology,Advertising
MCOX,Mecox Lane Limited,Consumer Non-Durables,Apparel
TAXI,Medallion Financial Corp.,Finance,Finance: Consumer Services
MDAS,"MedAssets, Inc.",Technology,Computer Software: Prepackaged Software
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software
MDVN,"Medivation, Inc.",Health Care,Major Pharmaceuticals
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals
MDVX,Medovex Corp.,n/a,n/a
MDVXW,Medovex Corp.,n/a,n/a
MEET,"MeetMe, Inc.",Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MELA,"MELA Sciences, Inc",Health Care,Medical/Dental Instruments
MPEL,Melco Crown Entertainment Limited,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",Finance,Major Banks
MEMP,Memorial Production Partners LP,Energy,Oil & Gas Production
MRD,Memorial Resource Development Corp.,Energy,Oil & Gas Production
MENT,Mentor Graphics Corporation,Technology,EDP Services
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MERC,Mercer International Inc.,Basic Industries,Paper
MBVT,"Merchants Bancshares, Inc.",Finance,Major Banks
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MRGE,Merge Healthcare Incorporated.,Technology,EDP Services
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MERU,"Meru Networks, Inc.",Technology,Computer Communications Equipment
MSLI,Merus Labs International Inc.,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions
MBLX,"Metabolix, Inc.",Basic Industries,Containers/Packaging
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MEIL,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
MEILW,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
MEILZ,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals
METR,"Metro Bancorp, Inc",Finance,Major Banks
MFRI,"MFRI, Inc.",Capital Goods,Pollution Control Equipment
MGCD,MGC Diagnostics Corporation,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
MCRL,"Micrel, Incorporated",Technology,Semiconductors
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MU,"Micron Technology, Inc.",Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",Capital Goods,Electrical Products
MSCC,Microsemi Corporation,Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,Finance,Major Banks
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MBRG,Middleburg Financial Corporation,Finance,Major Banks
MBCN,Middlefield Banc Corp.,Finance,Major Banks
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",Finance,Real Estate
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MOCO,"MOCON, Inc.",Capital Goods,Industrial Machinery/Components
MDSY,ModSys International Ltd.,Technology,EDP Services
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services
MOKO,Moko Social Media Ltd.,Technology,"Computer Software: Programming, Data Processing"
MOLG,"MOL Global, Inc.",Miscellaneous,Business Services
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MNRK,"Monarch Financial Holdings, Inc.",Finance,Major Banks
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services
MNRO,"Monro Muffler Brake, Inc.",Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,n/a,n/a
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MHGC,Morgans Hotel Group Co.,n/a,n/a
MORN,"Morningstar, Inc.",Finance,Investment Managers
MOSY,"MoSys, Inc.",Technology,Semiconductors
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MDM,Mountain Province Diamonds Inc.,Basic Industries,Precious Metals
MRVC,"MRV Communications, Inc.",Technology,Semiconductors
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,Miscellaneous,Publishing
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Electrical Products
MFSF,MutualFirst Financial Inc.,Finance,Major Banks
MWIV,"MWI Veterinary Supply, Inc.",Health Care,Medical Specialities
MYL,Mylan Inc.,Health Care,Major Pharmaceuticals
MYOS,MYOS Corporation,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components
NSPH,"Nanosphere, Inc.",Health Care,Medical/Dental Instruments
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",Finance,Major Banks
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,Finance,Property-Casualty Insurers
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NATL,National Interstate Corporation,Finance,Property-Casualty Insurers
NPBC,"National Penn Bancshares, Inc.",Finance,Major Banks
NRCIA,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",Finance,Life Insurance
NWLI,National Western Life Insurance Company,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,n/a,n/a
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVSL,Naugatuck Valley Financial Corporation,Finance,Savings Institutions
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NBTF,NB&T FINANCIAL GROUP INC,Finance,Commercial Banks
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCIT,"NCI, Inc.",Technology,EDP Services
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components
NBS,"Neostem, Inc.",Health Care,Hospital/Nursing Management
NEOT,"Neothetics, Inc.",Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments
NRX,"NephroGenex, Inc.",Health Care,Major Pharmaceuticals
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",Technology,EDP Services
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTES,"NetEase, Inc.",Miscellaneous,Business Services
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDRM,NeuroDerm Ltd.,Health Care,Major Pharmaceuticals
NURO,"NeuroMetrix, Inc.",n/a,n/a
NHTB,"New Hampshire Thrift Bancshares, Inc.",Finance,Savings Institutions
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",Finance,Finance: Consumer Services
NBBC,NewBridge Bancorp,Finance,Major Banks
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals
NEWP,Newport Corporation,Capital Goods,Medical Specialities
NWS,News Corporation,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NEWS,"NewStar Financial, Inc.",Finance,Finance: Consumer Services
NEWT,Newtek Business Services Corp.,Miscellaneous,Business Services
NXST,"Nexstar Broadcasting Group, Inc.",Consumer Services,Broadcasting
NVET,Nexvet Biopharma plc,n/a,n/a
NFEC,NF Energy Saving Corporation,Capital Goods,Metal Fabrications
EGOV,NIC Inc.,Consumer Services,Professional Services
NICE,NICE-Systems Limited,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications
NDLS,Noodles & Company,Consumer Services,Restaurants
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
NSYS,Nortech Systems Incorporated,Capital Goods,Industrial Machinery/Components
NTK,Nortek Inc.,Consumer Durables,Home Furnishings
NBN,Northeast Bancorp,Finance,Major Banks
NECB,"Northeast Community Bancorp, Inc.",Finance,Savings Institutions
NTIC,Northern Technologies International Corporation,Capital Goods,Industrial Specialties
NTRS,Northern Trust Corporation,Finance,Major Banks
NTRSP,Northern Trust Corporation,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks
NWBO,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals
NWBOW,"Northwest Biotherapeutics, Inc.",Health Care,Major Pharmaceuticals
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
NWFL,Norwood Financial Corp.,Finance,Major Banks
NVFY,"Nova Lifestyle, Inc",Consumer Durables,Home Furnishings
NVMI,Nova Measuring Instruments Ltd.,Capital Goods,Electronic Components
NVDQ,Novadaq Technologies Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MIFI,"Novatel Wireless, Inc.",Consumer Durables,Telecommunications Equipment
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVGN,Novogen Limited,Health Care,Major Pharmaceuticals
NPSP,"NPS Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTLS,NTELOS Holdings Corp.,Public Utilities,Telecommunications Equipment
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software
NMRX,Numerex Corp.,Consumer Durables,Telecommunications Equipment
NUTR,Nutraceutical International Corporation,Consumer Durables,Specialty Chemicals
NTRI,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,n/a,n/a
NVEE,"NV5 Holdings, Inc.",Consumer Services,Other Consumer Services
NVEC,NVE Corporation,Technology,Semiconductors
NVDA,NVIDIA Corporation,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks
OBCI,"Ocean Bio-Chem, Inc.",Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,Energy,Oil & Gas Production
OSHC,Ocean Shore Holding Co.,Finance,Savings Institutions
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions
OCRX,"Ocera Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OCLR,"Oclaro, Inc.",Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions
OCUL,"Ocular Therapeutix, Inc.",Health Care,Major Pharmaceuticals
OCLS,"Oculus Innovative Sciences, Inc.",Health Care,Medical/Dental Instruments
OCLSW,"Oculus Innovative Sciences, Inc.",Health Care,Medical/Dental Instruments
OMEX,"Odyssey Marine Exploration, Inc.",Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores
OFS,OFS Capital Corporation,n/a,n/a
OHAI,OHA Investment Corporation,n/a,n/a
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks
OHRP,"Ohr Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking Freight/Courier Services
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks
ONB,Old National Bancorp,Finance,Major Banks
OPOF,Old Point Financial Corporation,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks
ZEUS,"Olympic Steel, Inc.",Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",Capital Goods,Industrial Specialties
OMER,Omeros Corporation,Health Care,Major Pharmaceuticals
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing
OVTI,"OmniVision Technologies, Inc.",Technology,Semiconductors
ONNN,ON Semiconductor Corporation,Technology,Semiconductors
